#	1574	1	1	1
#	1584	6	6	1
#	1614	1	1	1
#	1631	115	100	1
#	1632	3	3	1
#	1635	1	1	1
#	1640	1	1	1
#	1641	1	1	1
#	1642	5	5	1
#	1644	234	193	1
#	1647	6	5	1
#	1648	12	12	1
#	1651	1	1	1
#	1654	1	1	1
#	1658	5	5	1
#	1659	1	1	1
#	1660	4	4	1
#	1663	1	1	1
#	1664	1	1	1
#	1665	2	2	2
#	1666	3	3	1
#	1667	8	8	2
#	1668	2	2	1
#	1670	27	25	2
#	1673	22	20	3
#	1674	144	128	1
#	1675	68	63	2
#	1676	17	16	2
#	1677	21	19	3
#	1678	19	19	3
#	1679	3	3	1
#	1680	21	19	3
#	1681	11	11	3
#	1682	123	113	5
#	1683	93	85	6
#	1684	24	22	4
#	1685	82	75	5
#	1686	34	33	6
#	1687	3	3	3
#	1688	16	16	5
#	1689	14	13	3
#	1693	11	11	3
#	1694	39	37	5
#	1695	11	11	2
#	1697	16	15	1
#	1698	52	47	5
#	1699	29	27	9
#	1700	43	38	6
#	1701	156	151	13
#	1702	38	36	13
#	1703	101	96	13
#	1704	38	30	12
#	1705	99	86	14
#	1706	36	36	8
#	1707	45	42	9
#	1708	35	34	10
#	1709	23	22	8
#	1710	66	66	13
#	1711	55	51	14
#	1712	20	20	6
#	1713	47	46	14
#	1714	54	53	18
#	1715	62	58	12
#	1716	33	31	14
#	1717	40	40	17
#	1718	88	80	20
#	1719	55	52	19
#	1720	145	129	27
#	1721	54	52	20
#	1722	69	65	21
#	1723	58	57	16
#	1724	50	49	17
#	1725	70	66	24
#	1726	66	64	31
#	1727	134	120	33
#	1728	90	86	36
#	1729	76	73	34
#	1730	146	132	38
#	1731	169	157	29
#	1732	58	58	27
#	1733	37	31	20
#	1734	69	62	30
#	1735	63	59	25
#	1736	43	41	21
#	1737	112	76	17
#	1738	83	76	29
#	1739	294	281	54
#	1740	60	58	25
#	1741	32	32	19
#	1742	154	137	26
#	1743	110	104	36
#	1744	71	69	36
#	1745	79	75	39
#	1746	25	25	17
#	1747	488	467	59
#	1748	61	59	26
#	1749	162	155	48
#	1750	114	104	38
#	1751	134	130	43
#	1752	52	51	27
#	1753	111	109	56
#	1754	171	160	67
#	1755	125	122	55
#	1756	61	60	23
#	1757	88	79	38
#	1758	88	79	41
#	1759	159	119	48
#	1760	123	87	39
#	1761	80	58	30
#	1762	43	42	23
#	1763	57	53	26
#	1764	90	86	35
#	1765	90	63	32
#	1766	124	110	57
#	1767	101	100	47
#	1768	215	185	80
#	1769	103	80	48
#	1770	149	128	57
#	1771	92	91	48
#	1772	164	127	54
#	1773	104	100	50
#	1774	92	91	52
#	1775	93	88	43
#	1776	107	87	59
#	1777	180	129	64
#	1778	87	84	45
#	1779	110	88	40
#	1780	165	118	40
#	1781	91	78	49
#	1782	130	114	43
#	1783	81	79	51
#	1784	184	153	64
#	1785	118	108	54
#	1786	129	124	60
#	1787	205	196	89
#	1788	295	258	108
#	1789	167	140	77
#	1790	171	169	94
#	1791	190	153	86
#	1792	189	168	97
#	1793	130	127	88
#	1794	204	200	101
#	1795	258	249	94
#	1796	209	201	122
#	1797	218	199	96
#	1798	147	139	91
#	1799	208	177	105
#	1800	335	309	148
#	1801	429	391	236
#	1802	442	418	152
#	1803	390	371	230
#	1804	549	470	268
#	1805	451	389	219
#	1806	721	635	311
#	1807	605	463	285
#	1808	617	544	316
#	1809	595	549	333
#	1810	553	527	306
#	1811	772	734	420
#	1812	663	607	351
#	1813	1165	614	319
#	1814	825	680	329
#	1815	631	565	315
#	1816	659	629	321
#	1817	1337	1055	375
#	1818	1140	694	360
#	1819	725	634	322
#	1820	823	741	374
#	1821	606	561	336
#	1822	957	870	432
#	1823	676	585	376
#	1824	1882	1681	505
#	1825	1217	1086	521
#	1826	830	741	369
#	1827	730	585	393
#	1828	850	691	334
#	1829	750	662	339
#	1830	827	737	386
#	1831	683	597	364
#	1832	733	592	358
#	1833	1048	685	347
#	1834	626	495	331
#	1835	639	547	347
#	1836	961	730	422
#	1837	703	582	326
#	1838	655	568	336
#	1839	1840	1051	416
#	1840	1325	864	370
#	1841	742	607	350
#	1842	719	587	343
#	1843	706	582	383
#	1844	1006	809	475
#	1845	994	807	484
#	1846	1321	1082	488
#	1847	1271	1108	442
#	1848	840	678	453
#	1849	1084	944	503
#	1850	1289	973	536
#	1851	1247	995	576
#	1852	1166	933	604
#	1853	1460	1084	659
#	1854	1594	1212	775
#	1855	1479	1212	692
#	1856	1662	1184	680
#	1857	1157	1031	625
#	1858	952	790	548
#	1859	1192	998	648
#	1860	1330	1146	708
#	1861	1030	862	513
#	1862	927	699	417
#	1863	1457	949	496
#	1864	996	873	552
#	1865	1086	835	550
#	1866	982	928	590
#	1867	1223	991	573
#	1868	988	901	581
#	1869	1258	1124	637
#	1870	1066	928	594
#	1871	1151	1025	636
#	1872	1201	1101	653
#	1873	1532	1404	732
#	1874	1431	1260	761
#	1875	1386	1235	770
#	1876	1413	1216	773
#	1877	1487	1315	809
#	1878	1454	1250	750
#	1879	1369	1184	763
#	1880	1726	1469	874
#	1881	2081	1744	882
#	1882	1721	1506	942
#	1883	2330	1945	1056
#	1884	2380	1956	1047
#	1885	1883	1681	1030
#	1886	1719	1457	899
#	1887	1951	1588	953
#	1888	2108	1852	1010
#	1889	2475	2015	986
#	1890	2232	1786	984
#	1891	2213	1897	1081
#	1892	2449	2046	1219
#	1893	2526	2135	1121
#	1894	2367	1913	1084
#	1895	2543	2084	1194
#	1896	2377	1983	1143
#	1897	3072	2414	1191
#	1898	3391	2695	1224
#	1899	3810	3007	1435
#	1900	4530	3415	1425
#	1901	3529	2957	1425
#	1902	3886	2810	1431
#	1903	3218	2480	1353
#	1904	4169	3308	1454
#	1905	5366	3597	1513
#	1906	2815	2387	1323
#	1907	2932	2402	1310
#	1908	2764	2284	1347
#	1909	2443	2132	1162
#	1910	2815	2282	1146
#	1911	2566	2204	1192
#	1912	4651	2986	1281
#	1913	4369	2851	1300
#	1914	2597	2222	1175
#	1915	2847	2322	1132
#	1916	3120	2247	1186
#	1917	2575	2195	1185
#	1918	2709	1941	1044
#	1919	2470	2048	1084
#	1920	3837	2734	1339
#	1921	6148	3770	1183
#	1922	4633	3079	1328
#	1923	3046	2242	1040
#	1924	3106	2059	998
#	1925	3264	2245	991
#	1926	3489	2278	1032
#	1927	4640	2789	1116
#	1928	2755	2080	1094
#	1929	4295	2783	1045
#	1930	5189	2364	1119
#	1931	4357	2880	1192
#	1932	3690	2652	1009
#	1933	3547	2494	957
#	1934	3900	2562	968
#	1935	4637	2753	1054
#	1936	6264	3543	1126
#	1937	4169	3002	1254
#	1938	6267	4087	1290
#	1939	6450	4107	1311
#	1940	7088	4411	1456
#	1941	7741	4673	1370
#	1942	6692	3921	1322
#	1943	5604	3661	1172
#	1944	6720	3535	1013
#	1945	5231	3323	1163
#	1946	8086	4812	1534
#	1947	11185	6451	1953
#	1948	14197	7440	2129
#	1949	12488	8397	2450
#	1950	13874	8759	2477
#	1951	15470	7826	2392
#	1952	13052	8252	2386
#	1953	13575	8087	2382
#	1954	17160	9417	2448
#	1955	16953	9946	2501
#	1956	14156	8865	2578
#	1957	14474	9323	2679
#	1958	16203	9850	2801
#	1959	19320	11476	3134
#	1960	20444	12680	3688
#	1961	27107	15032	3978
#	1962	22948	14086	4107
#	1963	30200	16152	4327
#	1964	22932	14287	4193
#	1965	31850	16588	4578
#	1966	30120	17099	4862
#	1967	32430	19476	5379
#	1968	33394	19499	5772
#	1969	38254	21224	5567
#	1970	35759	20199	5772
#	1971	47488	23278	5768
#	1972	57011	27895	6189
#	1973	48882	25988	6185
#	1974	39582	23051	6261
#	1975	51003	27178	6431
#	1976	46029	24789	6502
#	1977	50561	26806	6581
#	1978	48455	26659	6819
#	1979	56940	31004	7286
#	1980	53001	29061	7107
#	1981	55468	30689	6927
#	1982	55806	29741	7314
#	1983	73194	35553	7674
#	1984	70828	35396	8236
#	1985	77395	38206	8434
#	1986	76789	39553	8748
#	1987	77199	40671	9115
#	1988	94000	45770	9585
#	1989	106307	48240	10142
#	1990	111918	55335	11397
#	1991	117282	57353	11222
#	1992	123974	59685	11875
#	1993	119567	60489	12004
#	1994	155333	71321	13426
#	1995	148279	73045	14188
#	1996	153850	77373	15617
#	1997	158654	81483	16167
#	1998	187145	89745	17504
#	1999	208561	98731	18478
#	2000	223479	110723	21469
#	2001	267885	121895	23557
#	2002	304438	153188	27839
#	2003	435857	188025	32720
#	2004	369089	183704	33443
#	2005	338531	170740	31558
#	2006	344629	169306	32509
#	2007	307528	154746	32747
#	2008	270811	131629	34455
$0.000	1823	1	1	1
$0.000	1853	1	1	1
$0.000	1869	2	2	2
$0.000	1873	1	1	1
$0.000	1878	1	1	1
$0.000	1880	2	2	2
$0.000	1882	1	1	1
$0.000	1883	3	3	3
$0.000	1885	3	2	2
$0.000	1887	2	2	2
$0.000	1888	2	2	2
$0.000	1889	1	1	1
$0.000	1890	2	2	2
$0.000	1892	2	2	2
$0.000	1894	2	2	2
$0.000	1895	6	5	4
$0.000	1900	3	3	3
$0.000	1901	9	9	9
$0.000	1902	3	3	3
$0.000	1903	2	2	2
$0.000	1904	7	7	7
$0.000	1905	5	4	4
$0.000	1906	3	3	3
$0.000	1907	4	4	4
$0.000	1908	1	1	1
$0.000	1909	4	4	4
$0.000	1911	6	6	6
$0.000	1912	13	13	12
$0.000	1913	5	5	3
$0.000	1914	3	3	3
$0.000	1915	4	4	4
$0.000	1916	1	1	1
$0.000	1917	2	2	2
$0.000	1918	2	2	2
$0.000	1919	13	8	7
$0.000	1920	5	5	5
$0.000	1921	21	16	16
$0.000	1922	6	6	6
$0.000	1923	2	2	2
$0.000	1924	3	3	3
$0.000	1925	1	1	1
$0.000	1926	3	3	3
$0.000	1927	3	3	3
$0.000	1928	3	3	3
$0.000	1929	3	3	2
$0.000	1930	2	2	1
$0.000	1931	1	1	1
$0.000	1932	1	1	1
$0.000	1934	1	1	1
$0.000	1936	2	2	2
$0.000	1937	1	1	1
$0.000	1938	1	1	1
$0.000	1940	1	1	1
$0.000	1941	2	2	2
$0.000	1942	1	1	1
$0.000	1946	4	2	1
$0.000	1949	1	1	1
$0.000	1954	2	2	2
$0.000	1955	2	1	1
$0.000	1957	2	2	2
$0.000	1959	1	1	1
$0.000	1961	1	1	1
$0.000	1962	4	4	4
$0.000	1963	4	4	4
$0.000	1966	1	1	1
$0.000	1967	2	2	2
$0.000	1968	6	6	6
$0.000	1969	5	5	5
$0.000	1970	2	2	2
$0.000	1971	2	2	2
$0.000	1972	1	1	1
$0.000	1973	3	3	3
$0.000	1975	1	1	1
$0.000	1976	2	2	2
$0.000	1979	31	6	5
$0.000	1980	10	6	4
$0.000	1982	1	1	1
$0.000	1983	2	2	1
$0.000	1984	1	1	1
$0.000	1986	6	3	3
$0.000	1987	6	6	6
$0.000	1988	4	4	2
$0.000	1989	1	1	1
$0.000	1990	12	10	5
$0.000	1991	25	3	2
$0.000	1992	11	2	2
$0.000	1993	16	5	4
$0.000	1994	6	2	2
$0.000	1995	9	9	5
$0.000	1996	4	4	3
$0.000	1997	14	6	6
$0.000	1998	5	3	3
$0.000	1999	22	7	6
$0.000	2000	2	2	2
$0.000	2001	13	6	6
$0.000	2002	46	17	12
$0.000	2003	11	9	9
$0.000	2004	20	7	6
$0.000	2005	63	37	8
$0.000	2006	168	89	5
$0.000	2007	47	18	10
$0.000	2008	5	4	4
$0.0006	1906	4	4	2
$0.0006	1916	4	4	4
$0.0006	1918	1	1	1
$0.0006	1920	3	3	3
$0.0006	1922	1	1	1
$0.0006	1923	3	3	3
$0.0006	1927	1	1	1
$0.0006	1932	1	1	1
$0.0006	1935	1	1	1
$0.0006	1939	1	1	1
$0.0006	1942	1	1	1
$0.0006	1949	3	3	3
$0.0006	1951	2	2	2
$0.0006	1952	17	5	3
$0.0006	1955	1	1	1
$0.0006	1956	1	1	1
$0.0006	1958	1	1	1
$0.0006	1961	1	1	1
$0.0006	1963	7	7	7
$0.0006	1970	2	2	1
$0.0006	1972	1	1	1
$0.0006	1976	3	3	3
$0.0006	1977	1	1	1
$0.0006	1978	1	1	1
$0.0006	1979	3	3	3
$0.0006	1981	5	5	5
$0.0006	1982	2	2	2
$0.0006	1984	4	4	4
$0.0006	1986	1	1	1
$0.0006	1987	9	5	5
$0.0006	1988	3	3	3
$0.0006	1989	1	1	1
$0.0006	1990	1	1	1
$0.0006	1992	3	2	2
$0.0006	1994	1	1	1
$0.0006	1995	2	2	2
$0.0006	1996	3	2	2
$0.0006	1997	2	2	2
$0.0006	1998	8	8	7
$0.0006	1999	2	2	2
$0.0006	2000	1	1	1
$0.0006	2002	5	5	4
$0.0006	2003	1	1	1
$0.0006	2004	5	3	3
$0.0006	2006	1	1	1
$0.0006	2007	1	1	1
$0.0006	2008	4	4	4
$0.0017	1878	1	1	1
$0.0017	1906	4	4	2
$0.0017	1908	1	1	1
$0.0017	1911	5	5	5
$0.0017	1913	2	1	1
$0.0017	1918	5	4	2
$0.0017	1927	1	1	1
$0.0017	1934	1	1	1
$0.0017	1935	1	1	1
$0.0017	1940	2	2	2
$0.0017	1946	4	4	4
$0.0017	1947	2	2	2
$0.0017	1950	2	2	2
$0.0017	1954	2	2	2
$0.0017	1970	1	1	1
$0.0017	1978	4	4	4
$0.0017	1979	1	1	1
$0.0017	1983	2	2	1
$0.0017	1989	1	1	1
$0.0017	1993	1	1	1
$0.0017	1995	1	1	1
$0.0017	1996	1	1	1
$0.0017	1997	1	1	1
$0.0017	2000	3	3	3
$0.0017	2001	6	6	6
$0.0017	2002	5	5	4
$0.0017	2004	1	1	1
$0.0017	2005	1	1	1
$0.0017	2007	5	5	5
$0.0017	2008	5	5	5
$0.0027	1895	1	1	1
$0.0027	1905	2	1	1
$0.0027	1906	2	1	1
$0.0027	1923	1	1	1
$0.0027	1924	1	1	1
$0.0027	1930	2	2	2
$0.0027	1934	1	1	1
$0.0027	1939	1	1	1
$0.0027	1940	1	1	1
$0.0027	1944	1	1	1
$0.0027	1948	4	4	2
$0.0027	1950	4	4	4
$0.0027	1955	2	2	2
$0.0027	1956	3	3	3
$0.0027	1959	2	2	2
$0.0027	1961	2	2	2
$0.0027	1964	1	1	1
$0.0027	1970	1	1	1
$0.0027	1971	5	5	5
$0.0027	1972	1	1	1
$0.0027	1977	2	2	2
$0.0027	1981	2	2	2
$0.0027	1984	3	3	3
$0.0027	1986	1	1	1
$0.0027	1988	1	1	1
$0.0027	1990	3	2	2
$0.0027	1993	2	2	2
$0.0027	1994	4	4	2
$0.0027	2000	3	3	2
$0.0027	2001	1	1	1
$0.0027	2003	1	1	1
$0.0027	2004	1	1	1
$0.0027	2006	2	2	2
$0.0027	2008	1	1	1
$0.003	1899	2	2	2
$0.003	1903	1	1	1
$0.003	1911	4	4	4
$0.003	1913	4	4	4
$0.003	1915	7	7	7
$0.003	1916	8	8	8
$0.003	1918	9	8	2
$0.003	1920	18	17	7
$0.003	1921	5	5	5
$0.003	1922	4	4	4
$0.003	1923	9	9	3
$0.003	1924	3	3	2
$0.003	1925	1	1	1
$0.003	1926	3	1	1
$0.003	1927	1	1	1
$0.003	1928	6	6	4
$0.003	1929	14	12	8
$0.003	1930	2	2	2
$0.003	1931	2	1	1
$0.003	1932	7	6	4
$0.003	1933	2	2	2
$0.003	1935	6	6	4
$0.003	1936	1	1	1
$0.003	1937	2	2	2
$0.003	1938	6	3	3
$0.003	1940	1	1	1
$0.003	1941	5	3	3
$0.003	1942	6	5	4
$0.003	1943	2	2	2
$0.003	1944	7	7	7
$0.003	1945	4	3	3
$0.003	1946	4	3	2
$0.003	1947	4	4	2
$0.003	1948	5	5	5
$0.003	1949	2	2	2
$0.003	1950	2	2	2
$0.003	1951	7	4	4
$0.003	1952	3	3	3
$0.003	1953	2	2	2
$0.003	1954	8	8	6
$0.003	1955	12	12	7
$0.003	1956	8	8	6
$0.003	1957	3	3	3
$0.003	1958	1	1	1
$0.003	1960	9	7	7
$0.003	1961	3	3	3
$0.003	1962	5	5	5
$0.003	1963	7	7	5
$0.003	1964	5	5	5
$0.003	1966	9	7	5
$0.003	1967	3	3	3
$0.003	1968	2	2	2
$0.003	1970	14	10	6
$0.003	1971	5	5	4
$0.003	1972	4	4	4
$0.003	1973	4	4	4
$0.003	1974	10	10	10
$0.003	1975	10	10	3
$0.003	1976	4	4	4
$0.003	1977	8	8	8
$0.003	1978	8	8	4
$0.003	1979	6	6	6
$0.003	1980	10	10	8
$0.003	1981	3	3	3
$0.003	1982	9	9	6
$0.003	1983	6	5	5
$0.003	1984	6	6	4
$0.003	1985	1	1	1
$0.003	1986	11	10	7
$0.003	1987	4	4	4
$0.003	1988	4	4	2
$0.003	1989	5	5	5
$0.003	1990	5	3	3
$0.003	1991	1	1	1
$0.003	1992	8	8	6
$0.003	1993	7	5	5
$0.003	1994	1	1	1
$0.003	1995	10	8	8
$0.003	1996	8	7	7
$0.003	1997	7	7	7
$0.003	1998	10	9	8
$0.003	1999	8	8	8
$0.003	2000	13	13	13
$0.003	2001	19	19	17
$0.003	2002	21	20	20
$0.003	2003	25	25	19
$0.003	2004	19	19	14
$0.003	2005	24	23	21
$0.003	2006	15	14	11
$0.003	2007	10	9	8
$0.003	2008	20	18	14
$0.0033	1907	1	1	1
$0.0033	1908	2	2	2
$0.0033	1912	5	5	5
$0.0033	1913	1	1	1
$0.0033	1914	1	1	1
$0.0033	1915	1	1	1
$0.0033	1920	4	4	4
$0.0033	1923	1	1	1
$0.0033	1940	2	2	2
$0.0033	1942	5	5	5
$0.0033	1944	1	1	1
$0.0033	1959	1	1	1
$0.0033	1971	1	1	1
$0.0033	1975	1	1	1
$0.0033	1977	1	1	1
$0.0033	1978	1	1	1
$0.0033	1984	1	1	1
$0.0033	1988	2	2	2
$0.0033	1989	4	4	4
$0.0033	1992	1	1	1
$0.0033	1995	1	1	1
$0.0033	1996	1	1	1
$0.0033	1999	2	1	1
$0.0033	2000	1	1	1
$0.0033	2002	3	3	3
$0.0033	2003	1	1	1
$0.0033	2004	2	1	1
$0.0033	2005	2	2	2
$0.0033	2006	2	2	2
$0.0033	2007	1	1	1
$0.0033	2008	5	5	5
$0.010	1905	2	2	2
$0.010	1907	3	3	3
$0.010	1913	2	2	2
$0.010	1916	1	1	1
$0.010	1918	2	1	1
$0.010	1919	2	2	2
$0.010	1920	5	5	4
$0.010	1921	2	2	2
$0.010	1926	1	1	1
$0.010	1927	7	7	6
$0.010	1929	1	1	1
$0.010	1931	1	1	1
$0.010	1933	1	1	1
$0.010	1935	1	1	1
$0.010	1940	3	3	2
$0.010	1942	3	3	3
$0.010	1945	2	2	2
$0.010	1947	1	1	1
$0.010	1948	1	1	1
$0.010	1949	7	4	4
$0.010	1950	1	1	1
$0.010	1951	1	1	1
$0.010	1952	7	7	3
$0.010	1953	3	3	3
$0.010	1955	5	5	5
$0.010	1956	7	7	3
$0.010	1958	2	2	2
$0.010	1960	3	3	3
$0.010	1961	9	9	6
$0.010	1962	1	1	1
$0.010	1963	3	3	2
$0.010	1964	2	2	2
$0.010	1965	6	4	3
$0.010	1967	2	2	2
$0.010	1969	2	2	2
$0.010	1970	1	1	1
$0.010	1971	3	3	3
$0.010	1973	2	2	2
$0.010	1974	3	3	3
$0.010	1975	2	2	2
$0.010	1978	1	1	1
$0.010	1979	6	4	4
$0.010	1980	4	4	4
$0.010	1981	2	2	1
$0.010	1982	1	1	1
$0.010	1983	2	1	1
$0.010	1984	3	3	3
$0.010	1986	2	1	1
$0.010	1987	3	3	3
$0.010	1989	3	3	3
$0.010	1990	2	2	1
$0.010	1991	9	7	5
$0.010	1992	1	1	1
$0.010	1993	6	4	2
$0.010	1995	3	3	3
$0.010	1996	2	1	1
$0.010	1997	1	1	1
$0.010	1998	3	3	3
$0.010	1999	3	3	3
$0.010	2000	11	11	10
$0.010	2002	9	7	7
$0.010	2003	11	8	5
$0.010	2004	3	3	3
$0.010	2005	5	4	4
$0.010	2006	8	8	7
$0.010	2007	18	15	11
$0.010	2008	14	8	7
$0.014	1896	1	1	1
$0.014	1898	4	2	2
$0.014	1901	1	1	1
$0.014	1903	1	1	1
$0.014	1905	1	1	1
$0.014	1907	4	4	4
$0.014	1911	3	3	3
$0.014	1912	9	9	9
$0.014	1913	6	6	6
$0.014	1916	5	5	5
$0.014	1917	5	5	5
$0.014	1918	3	3	3
$0.014	1919	8	8	8
$0.014	1920	22	22	7
$0.014	1921	2	2	1
$0.014	1922	3	2	2
$0.014	1928	1	1	1
$0.014	1929	2	2	2
$0.014	1931	1	1	1
$0.014	1932	1	1	1
$0.014	1933	1	1	1
$0.014	1935	3	3	3
$0.014	1936	1	1	1
$0.014	1937	1	1	1
$0.014	1938	3	3	3
$0.014	1940	1	1	1
$0.014	1941	1	1	1
$0.014	1942	4	4	4
$0.014	1947	1	1	1
$0.014	1949	3	1	1
$0.014	1952	4	4	2
$0.014	1953	2	1	1
$0.014	1956	30	15	7
$0.014	1957	5	5	3
$0.014	1958	4	2	2
$0.014	1959	2	2	2
$0.014	1961	1	1	1
$0.014	1962	1	1	1
$0.014	1963	6	5	5
$0.014	1968	2	1	1
$0.014	1969	2	2	2
$0.014	1970	2	2	2
$0.014	1971	2	2	2
$0.014	1972	3	3	3
$0.014	1973	1	1	1
$0.014	1974	3	3	3
$0.014	1975	2	2	2
$0.014	1976	4	4	3
$0.014	1978	5	4	3
$0.014	1979	5	5	4
$0.014	1980	13	13	12
$0.014	1981	2	2	1
$0.014	1982	2	2	2
$0.014	1983	1	1	1
$0.014	1987	5	5	5
$0.014	1989	3	2	2
$0.014	1990	2	2	2
$0.014	1991	7	5	4
$0.014	1992	3	3	2
$0.014	1993	6	4	4
$0.014	1994	3	3	2
$0.014	1995	4	4	4
$0.014	1996	4	4	4
$0.014	1997	8	8	8
$0.014	1998	4	4	4
$0.014	2000	4	3	3
$0.014	2001	3	1	1
$0.014	2002	5	4	4
$0.014	2003	4	4	4
$0.014	2004	20	16	13
$0.014	2005	5	3	3
$0.014	2006	15	12	10
$0.014	2007	3	3	2
$0.014	2008	4	4	4
$0.0200	1906	2	2	2
$0.0200	1908	1	1	1
$0.0200	1914	3	3	3
$0.0200	1931	2	2	2
$0.0200	1953	1	1	1
$0.0200	1960	2	2	2
$0.0200	1967	2	2	2
$0.0200	1969	1	1	1
$0.0200	1971	3	3	3
$0.0200	1977	4	4	2
$0.0200	1978	2	2	2
$0.0200	1983	6	6	2
$0.0200	1984	3	2	1
$0.0200	1986	1	1	1
$0.0200	1990	3	2	1
$0.0200	1991	2	2	2
$0.0200	1992	1	1	1
$0.0200	2000	2	2	2
$0.0200	2001	11	7	3
$0.0200	2002	3	3	3
$0.0200	2003	2	2	2
$0.0200	2005	2	2	2
$0.0200	2006	12	10	6
$0.0200	2007	1	1	1
$0.0250	1892	2	2	2
$0.0250	1900	1	1	1
$0.0250	1919	1	1	1
$0.0250	1921	3	3	3
$0.0250	1927	1	1	1
$0.0250	1942	1	1	1
$0.0250	1944	3	3	3
$0.0250	1948	4	3	3
$0.0250	1950	6	6	6
$0.0250	1951	1	1	1
$0.0250	1952	2	2	2
$0.0250	1955	2	2	2
$0.0250	1961	2	2	2
$0.0250	1962	3	3	3
$0.0250	1964	1	1	1
$0.0250	1968	1	1	1
$0.0250	1969	1	1	1
$0.0250	1972	3	3	3
$0.0250	1978	4	3	3
$0.0250	1983	2	2	2
$0.0250	1984	1	1	1
$0.0250	1987	1	1	1
$0.0250	1990	3	3	3
$0.0250	1991	1	1	1
$0.0250	1992	3	3	3
$0.0250	1995	1	1	1
$0.0250	1997	1	1	1
$0.0250	2000	2	1	1
$0.0250	2001	2	2	1
$0.0250	2002	4	3	3
$0.0250	2004	1	1	1
$0.0250	2005	1	1	1
$0.0250	2008	5	3	3
$0.028	1878	1	1	1
$0.028	1892	2	2	2
$0.028	1904	2	2	2
$0.028	1905	3	3	3
$0.028	1906	2	2	2
$0.028	1909	1	1	1
$0.028	1912	3	3	3
$0.028	1913	5	5	5
$0.028	1914	1	1	1
$0.028	1916	3	3	3
$0.028	1918	1	1	1
$0.028	1919	3	3	2
$0.028	1921	2	2	2
$0.028	1925	1	1	1
$0.028	1926	1	1	1
$0.028	1927	1	1	1
$0.028	1928	1	1	1
$0.028	1929	2	2	2
$0.028	1934	2	2	2
$0.028	1935	7	7	5
$0.028	1936	1	1	1
$0.028	1938	1	1	1
$0.028	1939	1	1	1
$0.028	1940	3	3	3
$0.028	1945	1	1	1
$0.028	1947	2	2	2
$0.028	1949	1	1	1
$0.028	1951	1	1	1
$0.028	1952	4	4	3
$0.028	1958	2	2	2
$0.028	1961	1	1	1
$0.028	1962	1	1	1
$0.028	1963	3	3	3
$0.028	1965	2	2	2
$0.028	1966	1	1	1
$0.028	1968	5	5	5
$0.028	1969	1	1	1
$0.028	1970	4	2	2
$0.028	1971	2	2	2
$0.028	1975	4	4	1
$0.028	1976	2	1	1
$0.028	1977	4	4	4
$0.028	1978	1	1	1
$0.028	1979	2	2	2
$0.028	1980	3	3	3
$0.028	1981	2	2	2
$0.028	1982	1	1	1
$0.028	1983	1	1	1
$0.028	1984	2	2	2
$0.028	1985	1	1	1
$0.028	1986	2	1	1
$0.028	1987	2	2	2
$0.028	1988	3	3	3
$0.028	1989	5	5	5
$0.028	1990	6	6	5
$0.028	1991	2	2	2
$0.028	1992	2	2	2
$0.028	1993	4	4	4
$0.028	1994	2	2	2
$0.028	1995	1	1	1
$0.028	1996	2	2	2
$0.028	1997	3	3	3
$0.028	1999	6	5	5
$0.028	2000	9	9	9
$0.028	2001	4	4	4
$0.028	2002	5	2	2
$0.028	2003	10	10	8
$0.028	2004	6	6	6
$0.028	2005	9	9	7
$0.028	2006	11	9	7
$0.028	2007	3	3	3
$0.028	2008	2	2	2
$0.048	1898	2	2	2
$0.048	1905	1	1	1
$0.048	1908	4	4	4
$0.048	1909	2	2	2
$0.048	1910	5	5	5
$0.048	1911	1	1	1
$0.048	1915	2	2	2
$0.048	1916	9	9	9
$0.048	1917	4	4	4
$0.048	1918	1	1	1
$0.048	1919	2	2	2
$0.048	1920	5	5	5
$0.048	1921	2	2	2
$0.048	1922	2	2	2
$0.048	1926	1	1	1
$0.048	1928	1	1	1
$0.048	1931	3	3	3
$0.048	1939	2	2	2
$0.048	1941	2	2	2
$0.048	1942	2	2	2
$0.048	1943	1	1	1
$0.048	1944	2	2	2
$0.048	1946	1	1	1
$0.048	1947	2	2	2
$0.048	1961	6	4	4
$0.048	1963	1	1	1
$0.048	1965	3	3	3
$0.048	1966	2	2	2
$0.048	1967	2	2	2
$0.048	1968	8	5	5
$0.048	1969	9	5	5
$0.048	1970	1	1	1
$0.048	1971	3	3	3
$0.048	1973	2	2	2
$0.048	1974	1	1	1
$0.048	1975	1	1	1
$0.048	1977	10	9	9
$0.048	1978	2	2	2
$0.048	1980	2	2	2
